,CustomerID,Age,Gender,MaritalStatus,IncomeLevel,TransactionID,TransactionDate,AmountSpent,ProductCategory,InteractionID,InteractionDate,InteractionType,ResolutionStatus,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus
51,8,37,M,Single,Low,9841,2022-03-10,297.33,Furniture,8937.0,2022-09-13,Feedback,Unresolved,2023-04-22,17,Online Banking,1
52,9,39,M,Divorced,High,7332,2022-06-02,96.67,Electronics,7813.0,2022-08-15,Inquiry,Resolved,2023-06-27,24,Website,0
53,9,39,M,Divorced,High,4938,2022-06-11,472.21,Clothing,7813.0,2022-08-15,Inquiry,Resolved,2023-06-27,24,Website,0
54,9,39,M,Divorced,High,9647,2022-01-13,44.26,Groceries,7813.0,2022-08-15,Inquiry,Resolved,2023-06-27,24,Website,0
55,9,39,M,Divorced,High,9438,2022-10-19,378.14,Groceries,7813.0,2022-08-15,Inquiry,Resolved,2023-06-27,24,Website,0
56,9,39,M,Divorced,High,4713,2022-05-26,325.96,Clothing,7813.0,2022-08-15,Inquiry,Resolved,2023-06-27,24,Website,0
57,10,68,M,Married,High,3487,2022-09-07,5.86,Furniture,,,,,2023-01-13,29,Online Banking,1
58,10,68,M,Married,High,7614,2022-10-31,35.29,Clothing,,,,,2023-01-13,29,Online Banking,1
59,10,68,M,Married,High,5052,2022-08-02,303.4,Groceries,,,,,2023-01-13,29,Online Banking,1
60,10,68,M,Married,High,4074,2022-09-08,223.85,Furniture,,,,,2023-01-13,29,Online Banking,1
61,10,68,M,Married,High,7393,2022-01-19,471.18,Furniture,,,,,2023-01-13,29,Online Banking,1
62,10,68,M,Married,High,5096,2022-06-05,179.0,Groceries,,,,,2023-01-13,29,Online Banking,1
63,10,68,M,Married,High,9067,2022-09-10,178.78,Electronics,,,,,2023-01-13,29,Online Banking,1
64,11,54,M,Divorced,Medium,6848,2022-06-06,334.62,Books,6610.0,2022-10-28,Feedback,Resolved,2023-01-22,30,Online Banking,0
65,11,54,M,Divorced,Medium,6848,2022-06-06,334.62,Books,7511.0,2022-01-26,Feedback,Unresolved,2023-01-22,30,Online Banking,0
66,11,54,M,Divorced,Medium,2486,2022-03-01,462.0,Groceries,6610.0,2022-10-28,Feedback,Resolved,2023-01-22,30,Online Banking,0
67,11,54,M,Divorced,Medium,2486,2022-03-01,462.0,Groceries,7511.0,2022-01-26,Feedback,Unresolved,2023-01-22,30,Online Banking,0
68,11,54,M,Divorced,Medium,5349,2022-09-22,163.78,Books,6610.0,2022-10-28,Feedback,Resolved,2023-01-22,30,Online Banking,0
69,11,54,M,Divorced,Medium,5349,2022-09-22,163.78,Books,7511.0,2022-01-26,Feedback,Unresolved,2023-01-22,30,Online Banking,0
70,11,54,M,Divorced,Medium,8270,2022-12-14,426.06,Books,6610.0,2022-10-28,Feedback,Resolved,2023-01-22,30,Online Banking,0
71,11,54,M,Divorced,Medium,8270,2022-12-14,426.06,Books,7511.0,2022-01-26,Feedback,Unresolved,2023-01-22,30,Online Banking,0
72,11,54,M,Divorced,Medium,9437,2022-10-03,347.37,Groceries,6610.0,2022-10-28,Feedback,Resolved,2023-01-22,30,Online Banking,0
73,11,54,M,Divorced,Medium,9437,2022-10-03,347.37,Groceries,7511.0,2022-01-26,Feedback,Unresolved,2023-01-22,30,Online Banking,0
74,12,41,F,Married,Low,6450,2022-11-02,87.1,Electronics,8485.0,2022-11-29,Feedback,Resolved,2023-12-31,43,Website,0
75,12,41,F,Married,Low,6450,2022-11-02,87.1,Electronics,7872.0,2022-01-12,Inquiry,Unresolved,2023-12-31,43,Website,0
76,13,24,F,Divorced,Low,1990,2022-09-27,173.13,Electronics,9681.0,2022-07-27,Complaint,Resolved,2023-07-05,10,Mobile App,0
77,13,24,F,Divorced,Low,2005,2022-07-23,54.17,Clothing,9681.0,2022-07-27,Complaint,Resolved,2023-07-05,10,Mobile App,0
78,13,24,F,Divorced,Low,4677,2022-08-10,164.72,Books,9681.0,2022-07-27,Complaint,Resolved,2023-07-05,10,Mobile App,0
79,14,42,M,Widowed,Medium,2745,2022-06-17,442.99,Furniture,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,0
80,14,42,M,Widowed,Medium,2745,2022-06-17,442.99,Furniture,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,0
81,14,42,M,Widowed,Medium,9980,2022-04-17,412.2,Furniture,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,0
82,14,42,M,Widowed,Medium,9980,2022-04-17,412.2,Furniture,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,0
83,14,42,M,Widowed,Medium,2396,2022-05-16,186.37,Groceries,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,0
84,14,42,M,Widowed,Medium,2396,2022-05-16,186.37,Groceries,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,0
85,14,42,M,Widowed,Medium,6272,2022-11-08,150.22,Books,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,0
86,14,42,M,Widowed,Medium,6272,2022-11-08,150.22,Books,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,0
87,14,42,M,Widowed,Medium,8718,2022-06-05,478.59,Groceries,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,0
88,14,42,M,Widowed,Medium,8718,2022-06-05,478.59,Groceries,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,0
89,14,42,M,Widowed,Medium,7776,2022-10-16,335.44,Clothing,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,0
90,14,42,M,Widowed,Medium,7776,2022-10-16,335.44,Clothing,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,0
91,14,42,M,Widowed,Medium,6836,2022-01-17,468.35,Furniture,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,0
92,14,42,M,Widowed,Medium,6836,2022-01-17,468.35,Furniture,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,0
93,14,42,M,Widowed,Medium,6340,2022-02-21,213.22,Groceries,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,0
94,14,42,M,Widowed,Medium,6340,2022-02-21,213.22,Groceries,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,0
95,14,42,M,Widowed,Medium,1721,2022-06-03,156.21,Groceries,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,0
96,14,42,M,Widowed,Medium,1721,2022-06-03,156.21,Groceries,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,0
97,15,42,M,Divorced,Medium,3145,2022-03-28,283.39,Books,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,0
98,15,42,M,Divorced,Medium,3145,2022-03-28,283.39,Books,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,0
99,15,42,M,Divorced,Medium,2620,2022-11-11,383.9,Electronics,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,0
100,15,42,M,Divorced,Medium,2620,2022-11-11,383.9,Electronics,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,0
101,15,42,M,Divorced,Medium,6146,2022-04-15,160.79,Books,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,0
102,15,42,M,Divorced,Medium,6146,2022-04-15,160.79,Books,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,0
103,15,42,M,Divorced,Medium,2253,2022-01-20,273.54,Furniture,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,0
104,15,42,M,Divorced,Medium,2253,2022-01-20,273.54,Furniture,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,0
105,15,42,M,Divorced,Medium,1293,2022-05-20,68.63,Groceries,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,0
106,15,42,M,Divorced,Medium,1293,2022-05-20,68.63,Groceries,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,0
107,15,42,M,Divorced,Medium,5338,2022-01-26,406.29,Groceries,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,0
108,15,42,M,Divorced,Medium,5338,2022-01-26,406.29,Groceries,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,0
109,15,42,M,Divorced,Medium,4936,2022-08-16,151.88,Furniture,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,0
110,15,42,M,Divorced,Medium,4936,2022-08-16,151.88,Furniture,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,0
111,15,42,M,Divorced,Medium,3147,2022-12-16,185.6,Clothing,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,0
112,15,42,M,Divorced,Medium,3147,2022-12-16,185.6,Clothing,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,0
113,16,30,F,Single,Medium,9620,2022-11-25,52.67,Books,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
114,16,30,F,Single,Medium,9620,2022-11-25,52.67,Books,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
115,16,30,F,Single,Medium,5751,2022-07-23,352.99,Books,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
116,16,30,F,Single,Medium,5751,2022-07-23,352.99,Books,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
117,16,30,F,Single,Medium,3844,2022-11-22,250.51,Furniture,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
118,16,30,F,Single,Medium,3844,2022-11-22,250.51,Furniture,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
119,16,30,F,Single,Medium,6371,2022-11-14,154.7,Books,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
120,16,30,F,Single,Medium,6371,2022-11-14,154.7,Books,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
121,16,30,F,Single,Medium,4438,2022-08-09,470.53,Clothing,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
122,16,30,F,Single,Medium,4438,2022-08-09,470.53,Clothing,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
123,16,30,F,Single,Medium,6637,2022-08-07,97.06,Electronics,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
124,16,30,F,Single,Medium,6637,2022-08-07,97.06,Electronics,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
125,16,30,F,Single,Medium,6615,2022-12-14,159.18,Furniture,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
126,16,30,F,Single,Medium,6615,2022-12-14,159.18,Furniture,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
127,16,30,F,Single,Medium,7531,2022-09-01,147.82,Furniture,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
128,16,30,F,Single,Medium,7531,2022-09-01,147.82,Furniture,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
129,16,30,F,Single,Medium,1141,2022-11-13,334.33,Books,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
130,16,30,F,Single,Medium,1141,2022-11-13,334.33,Books,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
131,17,19,M,Married,Low,1301,2022-06-03,67.2,Groceries,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
132,17,19,M,Married,Low,1301,2022-06-03,67.2,Groceries,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
133,17,19,M,Married,Low,7359,2022-09-29,92.54,Electronics,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
134,17,19,M,Married,Low,7359,2022-09-29,92.54,Electronics,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
135,17,19,M,Married,Low,2767,2022-07-19,344.04,Electronics,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
136,17,19,M,Married,Low,2767,2022-07-19,344.04,Electronics,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
137,17,19,M,Married,Low,3589,2022-07-23,431.79,Books,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
138,17,19,M,Married,Low,3589,2022-07-23,431.79,Books,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
139,17,19,M,Married,Low,9294,2022-11-24,121.62,Furniture,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
140,17,19,M,Married,Low,9294,2022-11-24,121.62,Furniture,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
141,17,19,M,Married,Low,4397,2022-06-27,124.02,Clothing,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
142,17,19,M,Married,Low,4397,2022-06-27,124.02,Clothing,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
143,17,19,M,Married,Low,4890,2022-07-01,444.06,Groceries,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
144,17,19,M,Married,Low,4890,2022-07-01,444.06,Groceries,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
145,18,56,F,Married,High,4769,2022-05-27,164.11,Groceries,9487.0,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,1
146,18,56,F,Married,High,1171,2022-08-30,97.23,Furniture,9487.0,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,1
147,18,56,F,Married,High,6170,2022-04-28,281.73,Books,9487.0,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,1
148,18,56,F,Married,High,1028,2022-02-08,154.09,Furniture,9487.0,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,1
149,18,56,F,Married,High,9033,2022-01-14,254.22,Books,9487.0,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,1
150,19,57,F,Divorced,High,3893,2022-10-14,382.15,Furniture,9979.0,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,0
151,19,57,F,Divorced,High,3893,2022-10-14,382.15,Furniture,8180.0,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,0
152,19,57,F,Divorced,High,9830,2022-05-09,477.83,Furniture,9979.0,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,0
153,19,57,F,Divorced,High,9830,2022-05-09,477.83,Furniture,8180.0,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,0
154,19,57,F,Divorced,High,5865,2022-07-18,19.8,Groceries,9979.0,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,0
155,19,57,F,Divorced,High,5865,2022-07-18,19.8,Groceries,8180.0,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,0
156,19,57,F,Divorced,High,6290,2022-12-22,125.66,Furniture,9979.0,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,0
157,19,57,F,Divorced,High,6290,2022-12-22,125.66,Furniture,8180.0,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,0
158,19,57,F,Divorced,High,8988,2022-12-21,11.82,Clothing,9979.0,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,0
159,19,57,F,Divorced,High,8988,2022-12-21,11.82,Clothing,8180.0,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,0
160,20,41,M,Single,Low,1490,2022-07-12,345.75,Groceries,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
161,20,41,M,Single,Low,2219,2022-12-17,191.96,Electronics,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
162,20,41,M,Single,Low,4307,2022-02-02,324.99,Clothing,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
163,20,41,M,Single,Low,8961,2022-11-26,488.22,Clothing,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
164,20,41,M,Single,Low,7435,2022-10-19,39.34,Groceries,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
165,20,41,M,Single,Low,4846,2022-09-14,485.84,Clothing,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
166,20,41,M,Single,Low,5167,2022-09-20,122.1,Groceries,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
167,20,41,M,Single,Low,9861,2022-04-14,315.55,Furniture,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
168,20,41,M,Single,Low,4640,2022-04-04,462.1,Books,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
169,21,64,M,Divorced,High,2493,2022-02-16,97.31,Books,,,,,2023-06-16,18,Website,0
170,21,64,M,Divorced,High,2596,2022-04-09,217.3,Groceries,,,,,2023-06-16,18,Website,0
171,21,64,M,Divorced,High,8416,2022-03-01,64.35,Books,,,,,2023-06-16,18,Website,0
172,21,64,M,Divorced,High,3714,2022-03-19,153.58,Books,,,,,2023-06-16,18,Website,0
173,21,64,M,Divorced,High,3647,2022-08-02,380.48,Groceries,,,,,2023-06-16,18,Website,0
174,22,42,F,Divorced,Low,3133,2022-08-12,247.99,Furniture,2931.0,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
175,22,42,F,Divorced,Low,3133,2022-08-12,247.99,Furniture,6355.0,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
176,22,42,F,Divorced,Low,6885,2022-10-07,463.48,Groceries,2931.0,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
177,22,42,F,Divorced,Low,6885,2022-10-07,463.48,Groceries,6355.0,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
178,22,42,F,Divorced,Low,8646,2022-10-19,218.65,Clothing,2931.0,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
179,22,42,F,Divorced,Low,8646,2022-10-19,218.65,Clothing,6355.0,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
180,22,42,F,Divorced,Low,6250,2022-05-30,89.96,Furniture,2931.0,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
181,22,42,F,Divorced,Low,6250,2022-05-30,89.96,Furniture,6355.0,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
182,22,42,F,Divorced,Low,5095,2022-09-26,402.9,Books,2931.0,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
183,22,42,F,Divorced,Low,5095,2022-09-26,402.9,Books,6355.0,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
184,22,42,F,Divorced,Low,5195,2022-02-01,159.75,Furniture,2931.0,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
185,22,42,F,Divorced,Low,5195,2022-02-01,159.75,Furniture,6355.0,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
186,23,35,F,Divorced,Low,8983,2022-11-07,345.79,Groceries,4991.0,2022-03-18,Complaint,Unresolved,2023-07-07,19,Mobile App,0
187,23,35,F,Divorced,Low,8983,2022-11-07,345.79,Groceries,6401.0,2022-02-23,Complaint,Resolved,2023-07-07,19,Mobile App,0
188,23,35,F,Divorced,Low,4105,2022-04-10,457.01,Books,4991.0,2022-03-18,Complaint,Unresolved,2023-07-07,19,Mobile App,0
189,23,35,F,Divorced,Low,4105,2022-04-10,457.01,Books,6401.0,2022-02-23,Complaint,Resolved,2023-07-07,19,Mobile App,0
190,23,35,F,Divorced,Low,2838,2022-01-19,273.08,Groceries,4991.0,2022-03-18,Complaint,Unresolved,2023-07-07,19,Mobile App,0
191,23,35,F,Divorced,Low,2838,2022-01-19,273.08,Groceries,6401.0,2022-02-23,Complaint,Resolved,2023-07-07,19,Mobile App,0
192,23,35,F,Divorced,Low,1498,2022-02-11,414.86,Books,4991.0,2022-03-18,Complaint,Unresolved,2023-07-07,19,Mobile App,0
193,23,35,F,Divorced,Low,1498,2022-02-11,414.86,Books,6401.0,2022-02-23,Complaint,Resolved,2023-07-07,19,Mobile App,0
